127.0.0.1 - - [19/Dec/2022:10:51:27 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:27 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:43 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1853
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:43 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:43 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:43 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:30:43 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:19 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:51 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:31:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2503
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2526
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2502
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:32:58 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2515
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2499
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:33:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2463
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2452
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:34 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2418
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:34:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2406
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:58 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:58 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2421
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:59 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:59 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:59 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:35:59 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2420
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:36 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:37 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2440
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:36:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2373
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:21 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1859
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:21 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2412
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:37:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
